incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000018470593,APP000010007300,R1016,PL1001,2018-05-21 16:26,Help/ Assistance,Priority 3,High,Limited,2018-06-04 0:12,SG1111,Level 1,2018-05-24 1:53,Data Issue,206812,0,,
INC000019356359,APP000010022869,R1001,PL1001,2018-11-19 14:49,Help/ Assistance,Priority 4,Low,Limited,2018-12-02 0:05,SG1033,Level 2,2018-11-21 4:05,Data Issue,134146,37739,,
INC000018950345,APP000010021703,R1028,PL1001,2018-08-28 1:07,Help/ Assistance,Priority 4,Low,Limited,2018-09-08 0:02,SG1123,Level 1,2018-08-28 1:18,User knowledge or training error,685,0,,
INC000019555742,APP000010027175,R1028,PL1001,2019-01-02 16:22,Help/ Assistance,Priority 4,Low,Limited,2019-01-18 0:00,SG1055,Level 1,2019-01-07 19:24,User knowledge or training error,442949,442448,,
INC000019787301,APP000010023792,R1024,PL1001,2019-02-19 15:05,Help/ Assistance,Priority 4,Low,Limited,2019-02-22 16:11,SG1073,Level 2,2019-02-22 16:11,User Access / Permission,263124,0,,
INC000018229352,APP000010021927,R1028,PL1001,2018-03-30 4:35,Help/ Assistance,Priority 4,Low,Limited,2018-04-15 0:06,SG1165,Level 2,2018-04-04 2:14,Job Failure,423498,2302,,
INC000019472844,APP000010021703,R1028,PL1001,2018-12-11 14:05,Help/ Assistance,Priority 4,Low,Limited,2018-12-22 0:03,SG1123,Level 1,2018-12-11 14:07,Connectivity,135,0,,8.31E+17
INC000019032561,APP000010027966,R1007,PL1002,2018-09-13 3:52,Help/ Assistance,Priority 4,Medium,Limited,2018-09-30 0:06,SG1128,Level 3,2018-09-19 9:02,Application Defect (SDLC activities),537012,0,,
INC000018388558,APP0005184,R1024,PL1001,2018-05-04 9:08,Help/ Assistance,Priority 3,High,Limited,2018-05-21 0:07,SG1177,Level 2,2018-05-10 14:54,Data Issue,539177,437685,,
INC000019499007,APP000010027175,R1028,PL1001,2018-12-17 11:11,Help/ Assistance,Priority 4,Low,Limited,2018-12-28 0:01,SG1055,Level 1,2018-12-17 11:37,Application Defect (SDLC activities),1574,0,,
INC000018274011,APP000010028892,R1007,PL1001,2018-04-10 7:31,Help/ Assistance,Priority 3,High,Limited,2018-04-23 0:04,SG1123,Level 1,2018-04-12 1:26,User knowledge or training error,150860,0,,
INC000018964496,APP000010009530,R1007,PL1001,2018-08-30 5:39,Help/ Assistance,Priority 4,Low,Limited,2018-09-10 0:06,SG1123,Level 1,2018-08-30 8:09,User knowledge or training error,8988,0,,8.31E+17
INC000018222489,APP000010007298,R1016,PL1001,2018-03-28 17:02,Help/ Assistance,Priority 4,Low,Limited,2018-04-02 12:25,SG1251,Level 2,,User Access / Permission,28932162,0,,
INC000018385254,APP000010027318,R1016,PL1002,2018-05-03 15:52,Help/ Assistance,Priority 4,Low,Limited,2018-05-15 0:02,SG1029,Level 2,2018-05-04 14:04,Data Issue,79913,0,,8.31E+17
INC000019724870,APP000010021927,R1028,PL1001,2019-02-06 9:41,Help/ Assistance,Priority 3,High,Limited,2019-02-19 0:14,SG1116,Level 3,2019-02-08 14:02,Data Issue,188430,0,,
INC000018278354,APP000010007299,R1016,PL1001,2018-04-11 1:37,Help/ Assistance,Priority 4,Medium,Limited,2018-04-22 0:05,SG1141,Level 2,2018-04-11 16:19,Job Failure,52935,0,,
INC000019375441,APP0000629,R1044,PL1001,2018-11-23 1:02,Help/ Assistance,Priority 3,High,Limited,2018-12-07 0:06,SG1062,Level 2,2018-11-26 9:23,Data Issue,289222,4918,,
INC000019399919,APP000010022869,R1001,PL1001,2018-11-28 4:51,Help/ Assistance,Priority 3,High,Limited,2018-12-09 0:02,SG1123,Level 1,2018-11-28 4:52,Cancelled by user,43,0,,
INC000019320865,APP000010021703,R1028,PL1001,2018-11-12 9:34,Help/ Assistance,Priority 4,Low,Limited,2018-11-23 0:04,SG1123,Level 1,2018-11-12 9:45,Connectivity,689,0,,8.31E+17
INC000018719358,APP000010027966,R1007,PL1002,2018-07-10 11:27,Help/ Assistance,Priority 3,Medium,Large,2018-08-25 0:10,SG1128,Level 3,2018-08-14 2:08,Application Defect (SDLC activities),2990453,0,,
INC000019321090,APP000010003849,R1001,PL1002,2018-11-12 10:10,Help/ Assistance,Priority 3,High,Limited,2018-11-27 8:58,SG1027,Level 1,,,9167652,0,,
INC000019334369,APP000010027318,R1016,PL1002,2018-11-14 15:35,Help/ Assistance,Priority 3,High,Limited,2019-02-04 0:15,SG1029,Level 2,2019-01-24 8:25,Application Defect (SDLC activities),6108600,0,,
INC000019726627,APP000010027175,R1028,PL1001,2019-02-06 15:39,Help/ Assistance,Priority 4,Low,Limited,2019-02-17 0:00,SG1055,Level 1,2019-02-06 15:48,User knowledge or training error,535,0,,
INC000019148852,APP000010027318,R1016,PL1002,2018-10-07 18:24,Help/ Assistance,Priority 4,Low,Limited,2018-10-18 0:01,SG1055,Level 1,2018-10-07 18:53,Connectivity,1741,0,,
INC000019099610,APP000010021948,R1028,PL1002,2018-09-26 13:01,Help/ Assistance,Priority 4,Low,Limited,2018-10-07 0:00,SG1123,Level 1,2018-09-26 13:08,User Access / Permission,437,0,,
INC000018800622,APP000010006077,R1016,PL1001,2018-07-26 14:04,Help/ Assistance,Priority 3,High,Limited,2018-08-10 0:03,SG1106,Level 2,2018-07-30 12:41,Data Issue,340655,0,,
INC000019201620,APP000010023527,R1028,PL1002,2018-10-17 13:52,Help/ Assistance,Priority 3,High,Limited,2018-11-01 0:04,SG1087,Level 2,2018-10-21 13:56,User Access / Permission,345807,0,,
INC000018023905,APP000010027974,R1016,PL1001,2018-02-12 6:18,Help/ Assistance,Priority 4,Low,Limited,2018-02-23 0:10,SG1013,Level 2,2018-02-12 6:41,Job Failure,1388,0,,
INC000019291340,APP000010021948,R1028,PL1002,2018-11-05 20:38,Help/ Assistance,Priority 4,Low,Limited,2018-11-17 0:00,SG1055,Level 1,2018-11-06 17:29,User Access / Permission,75031,0,,
INC000018446432,APP000010007300,R1016,PL1001,2018-05-16 15:32,Help/ Assistance,Priority 3,High,Limited,2018-06-05 0:05,SG1111,Level 1,2018-05-25 11:03,Data Issue,761481,0,,
INC000019130675,APP000010021703,R1028,PL1001,2018-10-03 4:04,Help/ Assistance,Priority 4,Low,Limited,2018-10-14 0:03,SG1123,Level 1,2018-10-03 4:50,Connectivity,2737,0,,8.31E+17
INC000019309665,APP0000129,R1028,PL1001,2018-11-08 22:52,Help/ Assistance,Priority 3,High,Limited,2018-11-19 0:06,SG1002,Level 1,2018-11-08 23:20,User knowledge or training error,1675,936,,
INC000018386062,APP000010022869,R1001,PL1001,2018-05-03 22:00,Help/ Assistance,Priority 4,Low,Limited,2018-05-15 0:08,SG1033,Level 2,2018-05-04 5:43,Data Issue,27781,0,,
INC000018025655,APP000010021948,R1028,PL1002,2018-02-12 10:58,Help/ Assistance,Priority 4,Low,Limited,2018-02-23 0:01,SG1123,Level 1,2018-02-12 11:05,User Access / Permission,402,0,,8.31E+17
INC000019743012,APP0000629,R1044,PL1001,2019-02-10 22:27,Help/ Assistance,Priority 2,High,Large,2019-02-22 0:13,SG1062,Level 2,2019-02-11 6:27,User knowledge or training error,28786,0,,8.31E+17
INC000018876414,APP000010027488,R1001,PL1001,2018-08-12 20:37,Help/ Assistance,Priority 3,High,Limited,2018-09-02 0:07,SG1024,Level 2,2018-08-22 5:06,Job Failure,808177,5098,,
INC000018367730,APP000010021948,R1028,PL1002,2018-04-30 16:44,Help/ Assistance,Priority 3,High,Limited,2018-12-15 0:01,SG1159,Level 2,2018-12-04 3:50,Cancelled by user,18792326,86977,,
INC000018456790,APP0000629,R1044,PL1001,2018-05-18 6:47,Help/ Assistance,Priority 4,Low,Limited,2018-06-11 0:11,SG1142,Level 1,2018-05-31 6:20,Data Issue,1121600,0,,
INC000019165757,APP000010021948,R1028,PL1002,2018-10-10 10:28,Help/ Assistance,Priority 4,Low,Limited,2018-10-21 0:01,SG1123,Level 1,2018-10-10 10:38,User Access / Permission,558,0,,
INC000019616668,APP000010027175,R1028,PL1001,2019-01-14 17:07,Help/ Assistance,Priority 4,Low,Limited,2019-01-25 0:02,SG1055,Level 1,2019-01-14 17:38,User Access / Permission,1837,0,,
INC000019143496,APP000010016841,R1001,PL1002,2018-10-05 9:22,Help/ Assistance,Priority 4,Low,Limited,2018-10-16 0:11,SG1055,Level 1,2018-10-05 9:48,User knowledge or training error,1563,0,,
INC000019322677,APP000010027175,R1028,PL1001,2018-11-12 15:03,Help/ Assistance,Priority 4,Low,Limited,2018-11-23 0:01,SG1055,Level 1,2018-11-12 15:11,User Access / Permission,478,0,,
INC000017960115,APP000010007299,R1016,PL1001,2018-01-29 9:17,Help/ Assistance,Priority 3,High,Limited,2018-02-10 0:13,SG1141,Level 2,2018-01-30 14:08,Data Issue,103843,0,,
INC000018086375,APP0020188,R1001,PL1001,2018-02-26 20:46,Help/ Assistance,Priority 4,Low,Limited,2018-03-11 0:06,SG1226,Level 2,2018-02-28 6:27,Data Issue,121263,0,,
INC000018246550,APP000010026350,R1007,PL1002,2018-04-03 23:51,Help/ Assistance,Priority 4,Low,Limited,2018-04-14 0:11,SG1123,Level 1,2018-04-03 23:54,User knowledge or training error,165,0,,8.31E+17
INC000019167318,APP000010022481,R1028,PL1002,2018-10-10 15:43,Help/ Assistance,Priority 4,Low,Limited,2018-10-22 0:05,SG1055,Level 1,2018-10-11 14:18,User Access / Permission,81332,80570,,
INC000018779373,APP0004741,R1001,PL1002,2018-07-23 8:19,Help/ Assistance,Priority 3,High,Limited,2018-08-05 0:07,SG1171,Level 2,2018-07-25 1:48,Connectivity,149356,0,,
INC000017856694,APP000010007299,R1016,PL1001,2018-01-08 8:00,Help/ Assistance,Priority 3,High,Limited,2018-01-20 0:04,SG1141,Level 2,2018-01-09 2:17,Data Issue,65812,0,,
INC000018801832,APP000010016112,R1028,PL1001,2018-07-26 20:38,Help/ Assistance,Priority 3,High,Limited,2018-08-09 0:02,SG1112,Level 2,2018-07-29 21:11,Data Issue,261170,0,,
INC000019769950,APP000010022869,R1001,PL1001,2019-02-15 7:50,Help/ Assistance,Priority 3,High,Limited,2019-02-26 8:04,SG1033,Level 2,,,968055,0,,
INC000019395559,APP000010027488,R1001,PL1001,2018-11-27 11:40,Help/ Assistance,Priority 4,Low,Limited,2018-12-08 0:04,SG1123,Level 1,2018-11-27 11:47,User knowledge or training error,392,0,,
INC000018828972,APP000010007300,R1016,PL1001,2018-08-01 17:45,Help/ Assistance,Priority 3,High,Limited,2018-08-17 0:07,SG1111,Level 1,2018-08-06 3:09,Configuration Error,379459,0,,
INC000018014893,APP0020188,R1001,PL1001,2018-02-08 23:44,Help/ Assistance,Priority 3,High,Limited,2018-02-24 0:13,SG1226,Level 2,2018-02-13 5:36,Job Failure,366681,0,,
INC000018218383,APP000010026365,R1028,PL1001,2018-03-28 3:15,Help/ Assistance,Priority 3,High,Limited,2018-04-08 0:01,SG1116,Level 3,2018-03-28 4:05,Change Implementation,3011,0,,
INC000019140887,APP000010016112,R1028,PL1001,2018-10-04 20:45,Help/ Assistance,Priority 3,High,Limited,2018-10-19 0:09,SG1112,Level 2,2018-10-08 5:16,Data Issue,289825,0,,
INC000019471547,APP000010027175,R1028,PL1001,2018-12-11 10:14,Help/ Assistance,Priority 4,Low,Limited,2018-12-22 0:01,SG1055,Level 1,2018-12-11 10:44,User Access / Permission,1798,0,,
INC000017953208,APP000010007300,R1016,PL1001,2018-01-26 16:13,Help/ Assistance,Priority 3,High,Limited,2018-02-18 0:10,SG1111,Level 1,2018-02-07 12:28,Data Issue,1023299,0,,
INC000018636321,APP000010016112,R1028,PL1001,2018-06-22 10:18,Help/ Assistance,Priority 4,Medium,Limited,2018-07-06 0:17,SG1112,Level 2,2018-06-25 5:55,Data Issue,243385,0,,
INC000019303121,APP000010027175,R1028,PL1001,2018-11-07 18:20,Help/ Assistance,Priority 4,Low,Limited,2018-11-18 0:01,SG1055,Level 1,2018-11-07 18:37,User knowledge or training error,1021,0,,
INC000017982470,APP000010016112,R1028,PL1001,2018-02-01 19:30,Help/ Assistance,Priority 4,Medium,Limited,2018-02-17 0:00,SG1248,Level 2,2018-02-06 14:31,Connectivity,414042,0,,
INC000019175276,APP0025086,R1016,PL1002,2018-10-12 2:31,Help/ Assistance,Priority 4,Low,Limited,2018-10-23 0:01,SG1123,Level 1,2018-10-12 3:48,User Access / Permission,4598,0,,8.31E+17
INC000018652892,APP0005003,R1007,PL1001,2018-06-26 9:30,Help/ Assistance,Priority 4,Low,Limited,2018-07-20 0:01,SG1145,Level 2,2018-07-09 12:23,Data Issue,1133576,1027205,,
INC000019203428,APP000010016112,R1028,PL1001,2018-10-17 22:37,Help/ Assistance,Priority 3,High,Limited,2018-11-01 0:05,SG1112,Level 2,2018-10-21 22:41,Data Issue,345832,0,,
INC000019443123,APP000010027175,R1028,PL1001,2018-12-05 15:17,Help/ Assistance,Priority 4,Low,Limited,2018-12-16 0:02,SG1055,Level 1,2018-12-05 15:39,User Access / Permission,1323,0,,
INC000019691291,APP000010027175,R1028,PL1001,2019-01-29 16:56,Help/ Assistance,Priority 4,Low,Limited,2019-02-09 0:03,SG1055,Level 1,2019-01-29 17:10,Configuration Error,840,0,,
INC000019274704,APP000010027175,R1028,PL1001,2018-11-01 10:45,Help/ Assistance,Priority 4,Low,Limited,2018-11-12 0:06,SG1055,Level 1,2018-11-01 10:55,Data Issue,646,0,,
INC000018652876,APP0005003,R1007,PL1001,2018-06-26 9:27,Help/ Assistance,Priority 4,Low,Limited,2018-07-20 0:04,SG1145,Level 2,2018-07-09 12:23,Data Issue,1133769,858265,,
INC000018389476,APP000010029576,R1016,PL1002,2018-05-04 11:58,Help/ Assistance,Priority 4,Low,Limited,2018-05-15 0:00,SG1123,Level 1,2018-05-04 12:01,User Access / Permission,154,0,,8.31E+17
INC000019546370,APP000010027175,R1028,PL1001,2018-12-31 5:37,Help/ Assistance,Priority 4,Low,Limited,2019-01-21 0:03,SG1123,Level 1,2019-01-10 9:03,Configuration Error,876311,560380,,
INC000018608049,APP000010024042,R1007,PL1001,2018-06-18 2:02,Help/ Assistance,Priority 4,Low,Limited,2018-06-29 0:18,SG1123,Level 1,2018-06-18 2:14,User Access / Permission,716,0,,8.31E+17
INC000018657847,APP0005003,R1007,PL1001,2018-06-27 5:18,Help/ Assistance,Priority 4,Low,Limited,2018-07-20 0:05,SG1145,Level 2,2018-07-09 12:21,Data Issue,1062165,1027299,,
INC000018758918,APP000010016112,R1028,PL1001,2018-07-18 5:45,Help/ Assistance,Priority 4,Low,Limited,2018-07-31 0:08,SG1112,Level 2,2018-07-20 4:01,Data Issue,166567,0,,
INC000019650622,APP000010027175,R1028,PL1001,2019-01-21 10:12,Help/ Assistance,Priority 4,Low,Limited,2019-02-01 0:07,SG1055,Level 1,2019-01-21 11:15,Application Defect (SDLC activities),3790,0,,
INC000018793184,APP000010028753,R1028,PL1001,2018-07-25 9:45,Help/ Assistance,Priority 3,High,Limited,2018-08-07 0:07,SG1115,Level 3,2018-07-27 12:04,Data Issue,181117,0,,
INC000018243867,APP0006896,R1028,PL1002,2018-04-03 11:22,Help/ Assistance,Priority 4,Low,Limited,2018-04-14 0:03,SG1123,Level 1,2018-04-03 11:36,Connectivity,858,0,,
INC000019193087,APP000010025582,R1028,PL1001,2018-10-16 7:34,Help/ Assistance,Priority 4,Low,Limited,2018-10-28 0:09,SG1072,Level 2,2018-10-17 6:12,User knowledge or training error,81501,59008,,
INC000019679448,APP000010029346,R1001,PL1001,2019-01-28 0:57,Help/ Assistance,Priority 3,High,Limited,2019-02-08 0:17,SG1123,Level 1,2019-01-28 2:27,Job Failure,5412,4295,,
INC000018491928,APP0006052,R1024,PL1001,2018-05-25 0:58,Help/ Assistance,Priority 4,Medium,Limited,2018-06-05 0:07,SG1040,Level 1,2018-05-25 12:55,Interface or Middleware,43014,23897,,
INC000018835325,APP000010007299,R1016,PL1001,2018-08-02 17:28,Help/ Assistance,Priority 3,High,Limited,2018-08-17 0:03,SG1141,Level 2,2018-08-06 7:30,Data Issue,309727,0,,
INC000019619802,APP000010027900,R1028,PL1001,2019-01-15 6:05,Help/ Assistance,Priority 3,High,Limited,2019-01-31 0:02,SG1112,Level 2,2019-01-20 23:58,Connectivity,496404,0,,
INC000019189743,APP000010027175,R1028,PL1001,2018-10-15 15:58,Help/ Assistance,Priority 4,Low,Limited,2018-10-27 0:02,SG1055,Level 1,2018-10-16 18:13,Application Defect (SDLC activities),94471,84548,,
INC000019329762,APP000010027175,R1028,PL1001,2018-11-13 21:47,Help/ Assistance,Priority 4,Low,Limited,2018-11-24 0:06,SG1055,Level 1,2018-11-13 22:28,Incident Opened in Error / Not serviced,2483,0,,
INC000019505486,APP0004852,R1028,PL1002,2018-12-18 11:03,Help/ Assistance,Priority 4,Low,Limited,2018-12-29 0:00,SG1123,Level 1,2018-12-18 11:14,User knowledge or training error,693,0,,
INC000018739757,APP000010016112,R1028,PL1001,2018-07-13 22:32,Help/ Assistance,Priority 4,Medium,Limited,2018-07-30 0:02,SG1112,Level 2,2018-07-19 8:03,Data Issue,466266,275994,,
INC000018778262,APP0006052,R1024,PL1001,2018-07-23 5:01,Help/ Assistance,Priority 4,Low,Limited,2018-08-03 0:03,SG1040,Level 1,2018-07-23 15:40,User knowledge or training error,38363,0,,
INC000018419442,APP000010022548,R1028,PL1001,2018-05-10 22:06,Help/ Assistance,Priority 3,High,Limited,2018-05-22 0:07,SG1079,Level 2,2018-05-11 6:17,Data Issue,29479,0,,
INC000019290538,APP000010027175,R1028,PL1001,2018-11-05 16:25,Help/ Assistance,Priority 4,Low,Limited,2018-11-19 0:07,SG1056,Level 2,2018-11-08 16:48,Configuration Error,260536,257751,,
INC000018035242,APP000010024042,R1007,PL1001,2018-02-14 8:16,Help/ Assistance,Priority 3,High,Limited,2018-02-25 0:11,SG1079,Level 2,2018-02-14 8:54,Job Failure,2307,0,,
INC000019410420,APP000010027175,R1028,PL1001,2018-11-29 16:17,Help/ Assistance,Priority 4,Low,Limited,2018-12-10 0:04,SG1055,Level 1,2018-11-29 17:06,User knowledge or training error,2908,0,,
INC000018023889,APP000010020925,R1001,PL1001,2018-02-12 6:13,Help/ Assistance,Priority 4,Low,Limited,2018-02-24 0:13,SG1247,Level 2,2018-02-13 0:57,Data Issue,67438,0,,
INC000019638999,APP000010024042,R1007,PL1001,2019-01-18 3:48,Help/ Assistance,Priority 4,Low,Limited,2019-02-03 0:09,SG1072,Level 2,2019-01-23 5:50,User Access / Permission,439301,0,,8.31E+17
INC000018835320,APP000010007299,R1016,PL1001,2018-08-02 17:26,Help/ Assistance,Priority 3,High,Limited,2018-08-17 0:09,SG1141,Level 2,2018-08-06 7:24,Job Failure,309494,0,,
INC000018863938,APP000010016140,R1001,PL1001,2018-08-09 3:48,Help/ Assistance,Priority 4,Low,Limited,2018-08-24 0:03,SG1014,Level 2,2018-08-13 3:58,User knowledge or training error,346226,0,,
INC000018666772,APP000010007552,R1028,PL1001,2018-06-28 13:40,Help/ Assistance,Priority 4,Low,Limited,2018-07-13 0:06,SG1114,Level 3,2018-07-02 2:26,Data Issue,305203,0,,
INC000019328613,APP000010027175,R1028,PL1001,2018-11-13 14:51,Help/ Assistance,Priority 4,Low,Limited,2018-11-24 0:02,SG1055,Level 1,2018-11-13 15:38,Connectivity,2788,0,,
INC000017855060,APP000010007299,R1016,PL1001,2018-01-08 3:33,Help/ Assistance,Priority 4,Low,Limited,2018-01-26 0:15,SG1107,Level 1,2018-01-15 12:02,Data Issue,635332,254890,,
INC000019143787,APP000010032598,R1028,PL1002,2018-10-05 10:14,Help/ Assistance,Priority 4,Low,Limited,2018-10-16 0:08,SG1055,Level 1,2018-10-05 10:18,Connectivity,191,0,,
INC000019189757,APP000010027175,R1028,PL1001,2018-10-15 15:57,Help/ Assistance,Priority 4,Low,Limited,2018-10-26 0:08,SG1055,Level 1,2018-10-15 16:31,Application Defect (SDLC activities),2069,0,,
INC000019445478,APP0000629,R1044,PL1001,2018-12-06 2:28,Help/ Assistance,Priority 3,High,Limited,2018-12-21 0:10,SG1062,Level 2,2018-12-10 6:22,Data Issue,359613,266125,,
INC000018147111,APP000010006077,R1016,PL1001,2018-03-12 10:46,Help/ Assistance,Priority 3,High,Limited,2018-03-31 0:10,SG1106,Level 2,2018-03-20 3:07,Data Issue,663625,544765,,
INC000018014823,APP000010022869,R1001,PL1001,2018-02-08 23:17,Help/ Assistance,Priority 4,Low,Limited,2018-02-24 0:11,SG1033,Level 2,2018-02-13 23:41,Data Issue,433428,82365,,
INC000019255681,APP000010027175,R1028,PL1001,2018-10-29 7:36,Help/ Assistance,Priority 4,Low,Limited,2018-11-09 0:08,SG1055,Level 1,2018-10-29 7:43,User Access / Permission,430,0,,
INC000019576726,APP000010026393,R1028,PL1001,2019-01-07 9:44,Help/ Assistance,Priority 4,Low,Limited,2019-01-25 0:05,SG1072,Level 2,2019-01-14 12:32,User Access / Permission,614893,67669,,
INC000019682424,APP000010027175,R1028,PL1001,2019-01-28 8:00,Help/ Assistance,Priority 4,Low,Limited,2019-02-08 0:06,SG1055,Level 1,2019-01-28 9:42,User knowledge or training error,6102,0,,
INC000018102560,APP0007028,R1007,PL1002,2018-03-01 11:10,Help/ Assistance,Priority 4,Low,Limited,2018-03-20 0:08,SG1123,Level 1,2018-03-09 8:08,User knowledge or training error,680230,173905,,
INC000019144432,APP000010032598,R1028,PL1002,2018-10-05 12:08,Help/ Assistance,Priority 4,Low,Limited,2018-10-16 0:09,SG1055,Level 1,2018-10-05 12:34,User Access / Permission,1554,0,,
INC000019499564,APP000010026393,R1028,PL1001,2018-12-17 12:31,Help/ Assistance,Priority 4,Low,Limited,2018-12-28 0:06,SG1055,Level 1,2018-12-17 14:43,Connectivity,7905,0,,
INC000019619793,APP000010027900,R1028,PL1001,2019-01-15 6:04,Help/ Assistance,Priority 3,High,Limited,2019-01-31 0:02,SG1112,Level 2,2019-01-20 23:56,Capacity/ Disk Space,496372,0,,
INC000019748628,APP000010027175,R1028,PL1001,2019-02-11 16:57,Help/ Assistance,Priority 4,Low,Limited,2019-02-25 0:07,SG1055,Level 1,2019-02-14 13:27,User Access / Permission,246573,244936,,
INC000019791525,APP000010032598,R1028,PL1002,2019-02-20 9:07,Help/ Assistance,Priority 4,Low,Limited,2019-02-25 14:42,SG1055,Level 1,2019-02-25 14:42,Connectivity,452092,0,,
INC000018082172,APP000010006995,R1028,PL1002,2018-02-26 7:21,Help/ Assistance,Priority 4,Low,Limited,2018-03-13 0:09,SG1208,Level 1,2018-03-02 16:34,User knowledge or training error,378804,0,,
INC000018759760,APP000010007300,R1016,PL1001,2018-07-18 8:38,Help/ Assistance,Priority 3,High,Limited,2018-07-29 0:09,SG1041,Level 1,2018-07-18 9:58,Connectivity,4797,0,,
INC000018472209,APP000010007299,R1016,PL1001,2018-05-22 1:10,Help/ Assistance,Priority 3,High,Limited,2018-06-02 0:15,SG1141,Level 2,2018-05-22 6:24,Job Failure,18826,0,,
INC000018828746,APP000010021703,R1028,PL1001,2018-08-01 16:34,Help/ Assistance,Priority 4,Low,Limited,2018-08-12 0:00,SG1123,Level 1,2018-08-01 16:35,Connectivity,65,0,,8.31E+17
INC000019403927,APP000010021948,R1028,PL1002,2018-11-28 16:54,Help/ Assistance,Priority 3,High,Limited,2018-12-03 16:54,SG1159,Level 2,,,7761044,0,,
INC000019410665,APP000010027175,R1028,PL1001,2018-11-29 17:42,Help/ Assistance,Priority 4,Low,Limited,2018-12-10 0:04,SG1055,Level 1,2018-11-29 17:59,User Access / Permission,1057,0,,
INC000019414028,APP000010025905,R1007,PL1001,2018-11-30 8:00,Help/ Assistance,Priority 4,Low,Limited,2018-12-11 0:04,SG1044,Level 1,2018-11-30 23:38,User knowledge or training error,56328,54340,,8.31E+17
INC000018745188,APP000010016112,R1028,PL1001,2018-07-16 5:05,Help/ Assistance,Priority 3,High,Limited,2018-08-03 0:05,SG1112,Level 2,2018-07-23 5:40,Data Issue,606880,0,,
INC000019140016,APP000010032598,R1028,PL1002,2018-10-04 15:06,Help/ Assistance,Priority 4,Low,Limited,2018-10-15 0:04,SG1055,Level 1,2018-10-04 15:16,User knowledge or training error,612,0,,
INC000018494019,APP000010006995,R1028,PL1002,2018-05-25 8:55,Help/ Assistance,Priority 4,Low,Limited,2018-06-10 0:04,SG1208,Level 1,2018-05-30 11:39,User knowledge or training error,441819,0,,
INC000018822438,APP000010021703,R1028,PL1001,2018-07-31 16:17,Help/ Assistance,Priority 3,High,Limited,2018-08-13 0:01,SG1009,Level 2,2018-08-02 9:30,Capacity/ Disk Space,148382,0,,
INC000018084744,APP000010021948,R1028,PL1002,2018-02-26 13:39,Help/ Assistance,Priority 4,Low,Limited,2018-03-09 0:15,SG1123,Level 1,2018-02-26 18:00,User Access / Permission,15672,0,,
INC000019145792,APP000010032598,R1028,PL1002,2018-10-05 18:49,Help/ Assistance,Priority 4,Low,Limited,2018-10-19 0:06,SG1055,Level 1,2018-10-08 19:32,Configuration Error,261727,0,,
INC000019152520,APP000010006995,R1028,PL1002,2018-10-08 9:19,Help/ Assistance,Priority 4,Low,Limited,2018-10-19 0:04,SG1056,Level 2,2018-10-08 15:58,User Access / Permission,23940,0,,
INC000019559854,APP000010027175,R1028,PL1001,2019-01-03 9:39,Help/ Assistance,Priority 4,Low,Limited,2019-01-14 0:07,SG1055,Level 1,2019-01-03 10:08,Application Defect (SDLC activities),1759,0,,
INC000018430670,APP000010021703,R1028,PL1001,2018-05-14 9:38,Help/ Assistance,Priority 3,High,Limited,2018-05-25 0:03,SG1009,Level 2,2018-05-14 15:34,Application Defect (SDLC activities),21366,0,,
INC000019091828,APP000010021948,R1028,PL1002,2018-09-25 10:04,Help/ Assistance,Priority 4,Low,Limited,2018-10-06 0:07,SG1123,Level 1,2018-09-25 10:20,User Access / Permission,933,0,,8.31E+17
INC000019437812,APP000010026500,R1028,PL1002,2018-12-04 23:16,Help/ Assistance,Priority 4,Low,Limited,2018-12-15 0:08,SG1055,Level 1,2018-12-04 23:34,User Access / Permission,1132,0,,
INC000017970573,APP0006052,R1024,PL1001,2018-01-30 22:06,Help/ Assistance,Priority 4,Low,Limited,2018-02-10 0:16,SG1123,Level 1,2018-01-30 22:24,User knowledge or training error,1082,0,,
INC000019787631,APP000010006995,R1028,PL1002,2019-02-19 15:21,Help/ Assistance,Priority 4,Low,Limited,2019-02-21 8:46,SG1056,Level 2,2019-02-21 8:46,User Access / Permission,149141,0,,
INC000018575958,APP000010021948,R1028,PL1002,2018-06-11 8:29,Help/ Assistance,Priority 4,Low,Limited,2018-06-22 0:16,SG1123,Level 1,2018-06-11 8:33,User Access / Permission,220,0,,
INC000019134325,APP000010032598,R1028,PL1002,2018-10-03 15:16,Help/ Assistance,Priority 4,Low,Limited,2018-10-22 0:07,SG1055,Level 1,2018-10-11 22:13,User Access / Permission,716209,0,,
INC000019449483,APP000010021948,R1028,PL1002,2018-12-06 14:06,Help/ Assistance,Priority 4,Low,Limited,2018-12-13 14:07,SG1159,Level 2,,User Access / Permission,7079938,206805,,8.31E+17
INC000018758477,APP000010023266,R1001,PL1001,2018-07-18 4:15,Help/ Assistance,Priority 3,High,Limited,2018-08-11 0:02,SG1024,Level 2,2018-07-31 20:51,User knowledge or training error,1182968,178,,
INC000019119264,APP000010006995,R1028,PL1002,2018-10-01 7:41,Help/ Assistance,Priority 4,Low,Limited,2018-10-14 0:07,SG1208,Level 1,2018-10-03 23:57,User knowledge or training error,231353,0,,
